country,date,decklist,event,format,hero,result,deck_link,event_type,deck_id
Denmark,14 Nov 2021,Mikkel Emil Kaae Madsen Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/mikkel-emil-kaae-madsen-briar-deck-denmark-nationals-141121/ ,national,88bf3fdbddec96124aa57df6c0b1eaac_MEKMBDDN14.11.218th
Denmark,14 Nov 2021,Michael Bonde Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/michael-bonde-briar-deck-denmark-nationals-141121/ ,national,53fd4d935c4bf0306430d6b3d5f598b5_MBBDDN14.11.218th
Denmark,14 Nov 2021,Kenni Pederson Bravo Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/kenni-pederson-bravo-deck-denmark-nationals-141121/ ,national,f02c9b3cb25b0745e15f22b598a0da6f_KPBDDN14.11.218th
Finland,14 Nov 2021,Mikael Teittinen Katsu Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Katsu, the Wanderer",1st,https://fabtcg.com/decklists/mikael-teittinen-katsu-deck-finland-nationals-141121/ ,national,45afc314305fee524611bf75fd487412_MTKDFN14.11.211st
Finland,14 Nov 2021,Juha Saarnilampi Briar Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/juha-saarnilampi-briar-deck-finland-nationals-141121/ ,national,f3bdfa1354bcf5e622c4e37d91b4cbcc_JSBDFN14.11.212nd
Finland,14 Nov 2021,Tuomas Kainulainen Prism Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",4th,https://fabtcg.com/decklists/tuomas-kainulainen-prism-deck-finland-nationals-141121/ ,national,d1560defde473e2c2e9147b050c72cce_TKPDFN14.11.214th
Finland,14 Nov 2021,Mikko Airaksinen Chane Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/mikko-airaksinen-chane-deck-finland-nationals-141121/ ,national,5787805098cf5605984a691a63a25f7a_MACDFN14.11.214th
Finland,14 Nov 2021,Tommi Vornanen Levia Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Levia, Shadowborn Abomination",8th,https://fabtcg.com/decklists/tommi-vornanen-levia-deck-finland-nationals-141121/ ,national,6eeffe7ea2a900a3860a3c048d328aea_TVLDFN14.11.218th
Finland,14 Nov 2021,Elias Lehti Lexi Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/elias-lehti-lexi-deck-finland-nationals-141121/ ,national,795b2d593bf964e96bc310ccb1c8b5c9_ELLDFN14.11.218th
Finland,14 Nov 2021,Roope Metsa Dash Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/roope-metsa-dash-deck-finland-nationals-141121/ ,national,7e74d57ba37a7ac5f8a00f8d00a5104a_RMDDFN14.11.218th
Finland,14 Nov 2021,Aleksi Sorjonen Bravo Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/aleksi-sorjonen-bravo-deck-finland-nationals-141121/ ,national,22aa11a63fc0c2e1f123ab4313729506_ASBDFN14.11.218th
Greece,14 Nov 2021,Yorgos Samaras Oldhim Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/yorgos-samaras-oldhim-deck-greece-national-championship-141121/ ,national,5de2198d02e5943d8b8555db52893bb5_YSOD–GNC14.11.211st
Greece,14 Nov 2021,Giannis Kouris Briar Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/giannis-kouris-briar-deck-greece-national-championship-141121/ ,national,6a813390dbd108d8f972a159e593d4a1_GKBD–GNC14.11.212nd
Greece,14 Nov 2021,Nikos Tavoulareas Briar Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/nikos-tavoulareas-briar-deck-greece-national-championship-141121/ ,national,fa6438b240607afb1691d61a9a764460_NTBD–GNC14.11.214th
Greece,14 Nov 2021,Dimitris Doganis Prism Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",4th,https://fabtcg.com/decklists/dimitris-doganis-prism-deck-greece-national-championship-141121/ ,national,e30e44b5985ef755b9a85cc647e17cf4_DDPD–GNC14.11.214th
Greece,14 Nov 2021,Vagelis Makris Katsu Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/vagelis-makris-katsu-deck-greece-national-championship-141121/ ,national,8a4c5fad8bf9d638dfac6a394c19df8b_VMKD–GNC14.11.218th
Greece,14 Nov 2021,George Melissakis Prism Deck – Greece Nationals Championships 14.11.21,Greece National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/george-melissakis-prism-deck-greece-nationals-championships-141121/ ,national,b98bce0da27c5dea7e92c180dd3f51cf_GMPD–GNC14.11.218th
Greece,14 Nov 2021,Kanaris Bounas Chane Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/kanaris-bounas-chane-deck-greece-national-championship-141121/ ,national,eb58ad9df8495c5a97a9ca4211dbfb33_KBCD–GNC14.11.218th
Greece,14 Nov 2021,Sotiris Konstantelos Lexi Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/sotiris-konstantelos-lexi-deck-greece-national-championship-141121/ ,national,a6eecd403a65a3ded56a03e50a5b2341_SKLD–GNC14.11.218th
Netherlands,14 Nov 2021,Philip Van Donselaar Briar Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/philip-van-donselaar-briar-deck-netherlands-national-championship-141121/ ,national,86d1835d29e3e6c6c15b5e59015c9686_PVDBD–NNC14.11.211st
Netherlands,14 Nov 2021,Jimmy Nguyen Briar Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/jimmy-nguyen-briar-deck-netherlands-national-championship-141121/ ,national,c145602297382269d03b7d39844c1a19_JNBD–NNC14.11.212nd
Netherlands,14 Nov 2021,Didier Deurloo Katsu Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Katsu, the Wanderer",4th,https://fabtcg.com/decklists/didier-deurloo-katsu-deck-netherlands-national-championship-141121/ ,national,38a4188a67d557fdb8c25ffb3afaf5b9_DDKD–NNC14.11.214th
Netherlands,14 Nov 2021,Donovan Van Beek Bravo Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Bravo, Showstopper",4th,https://fabtcg.com/decklists/donovan-van-beek-bravo-deck-netherlands-national-championship-141121/ ,national,c7fed415d80b2dc1cb2499c19b7e52ee_DVBBD–NNC14.11.214th
Netherlands,14 Nov 2021,Jeroen van der Wal Prism Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/jeroen-van-der-wal-prism-deck-netherlands-national-championship-141121/ ,national,6103fd339e1b75e3489a62bbf626fd9c_JvdWPD–NNC14.11.218th
Netherlands,14 Nov 2021,Ian Zhang Lexi Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/ian-zhang-lexi-deck-netherlands-national-championship-141121/ ,national,722976b105b766c3de36597313aa563a_IZLD–NNC14.11.218th
Netherlands,14 Nov 2021,Man Hiem Cheung Lexi Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/man-hiem-cheung-lexi-deck-netherlands-national-championship-141121/ ,national,241dd753fb2705baf2dee7bc49b49004_MHCLD–NNC14.11.218th
Netherlands,14 Nov 2021,Erik Baalhuis Rhinar Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Rhinar, Reckless Rampage",8th,https://fabtcg.com/decklists/erik-baalhuis-rhinar-deck-netherlands-national-championship-141121/ ,national,4ca539759ef2950e8db31b9355681890_EBRD–NNC14.11.218th
Poland,14 Nov 2021,Lukasz Cichecki Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/lukasz-cichecki-briar-deck-poland-national-championship-141121/ ,national,cd8958ac4f17f8a8ef6645a31d09806c_LCBD–PNC14.11.211st
Poland,14 Nov 2021,Mariusz Suchanecki Boltyn Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",2nd,https://fabtcg.com/decklists/mariusz-suchanecki-boltyn-deck-poland-national-championship-141121/ ,national,341046f08c327c6313844dfaba514bd5_MSBD–PNC14.11.212nd
Poland,14 Nov 2021,Marcin Filipowicz Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/marcin-filipowicz-briar-deck-poland-national-championship-141121/ ,national,03b89b2f996d01caf629e2dcb2a208fb_MFBD–PNC14.11.214th
Poland,14 Nov 2021,Daniyar Saduakassov Bravo Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Bravo, Showstopper",4th,https://fabtcg.com/decklists/daniyar-saduakassov-bravo-deck-poland-national-championship-141121/ ,national,02926c2f83d758b4d87da332d035f9b5_DSBD–PNC14.11.214th
Poland,14 Nov 2021,Bartosz Ziemba Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/bartosz-ziemba-briar-deck-poland-national-championship-141121/ ,national,3a474570f7006e4f3c5604fcf665d71d_BZBD–PNC14.11.218th
Poland,14 Nov 2021,Jan Pruchniewicz Bravo Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/jan-pruchniewicz-bravo-deck-poland-national-championship-141121/ ,national,fd216590e68869557e914210f3ef88d9_JPBD–PNC14.11.218th
Poland,14 Nov 2021,Dawid Dominiak Briar Deck – Poland National Championship 15.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/dawid-dominiak-briar-deck-poland-national-championship-151121/ ,national,4401b68afccac8d08a7d9f982e4d8cd8_DDBD–PNC15.11.218th
Poland,14 Nov 2021,Sebastian Bednarski Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/sebastian-bednarski-briar-deck-poland-national-championship-141121/ ,national,82cc4449ed72488da161b77c47852edf_SBBD–PNC14.11.218th
Sweden,14 Nov 2021,Christofer Lindholm Briar Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/christofer-lindholm-briar-deck-sweden-nationals-141121/ ,national,85e34e1423e402f6f5a081cea3d404b1_CLBDSN14.11.211st
Sweden,14 Nov 2021,Tobias Lind Bravo Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/tobias-lind-bravo-deck-sweden-nationals-141121/ ,national,be43326481be7e13328662b9ab35d8d3_TLBDSN14.11.212nd
Sweden,14 Nov 2021,Mikael Borg Viserai Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Viserai, Rune Blood",4th,https://fabtcg.com/decklists/mikael-borg-viserai-deck-sweden-nationals-141121/ ,national,e4286a6119658d2e8ece4a8fb40e5bcd_MBVDSN14.11.214th
Sweden,14 Nov 2021,Andre Pankhurst Chane Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/andre-pankhurst-chane-deck-sweden-nationals-141121/ ,national,18762179adb3d32f5c11edcaae753e82_APCDSN14.11.214th
Sweden,14 Nov 2021,Matthias Esguerra Dorinthea Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,Dorinthea Ironsong,8th,https://fabtcg.com/decklists/matthias-esguerra-dorinthea-deck-sweden-nationals-141121/ ,national,89ba107a91ee069434e6a0b264a1ac25_MEDDSN14.11.218th
Sweden,14 Nov 2021,Niklas Astner Dash Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/niklas-astner-dash-deck-sweden-nationals-141121/ ,national,32bbeec8bbcd607b3bcc164fa176aff0_NADDSN14.11.218th
Sweden,14 Nov 2021,Albert Schutt Briar Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/albert-schutt-briar-deck-sweden-nationals-141121/ ,national,9bf6d45ea8ce6d88da37fe94c34046a6_ASBDSN14.11.218th
Sweden,14 Nov 2021,Joakim Gustafsson Katsu Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/joakim-gustafsson-katsu-deck-sweden-nationals-141121/ ,national,9395b7b0cab911d843712070b43e70e0_JGKDSN14.11.218th
United States of America,14 Nov 2021,Sebastiano Cavallo Chane Deck Skirmish PLAYlive Nation 14.11.21,,Blitz,"Chane, Bound by Shadow",1st,https://fabtcg.com/decklists/sebastiano-cavallo-chane-deck-skirmish-playlive-nation-141121/ ,other,be3cbfeb5cb4c0f854b2580f0c744652_SCCDSPN14.11.211st
Canada,14 Nov 2021,Grant Bartel Kano Deck Skirmish A Muse N Games 14.11.21,,Blitz,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/grant-bartel-kano-deck-skirmish-a-muse-n-games-141121/ ,other,a52f180462439308a1c0e7b7c8ac2e41_GBKDSAMNG14.11.211st
Australia,14 Nov 2021,Nick Butcher Ira Deck Skirmish RC Crew Games 14.11.21,,Blitz,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/nick-butcher-ira-deck-skirmish-rc-crew-games-141121/ ,other,7f0890ac4d789ebebdf989949e09d0eb_NBIDSRCG14.11.211st
United States of America,14 Nov 2021,Elliot Bicker Dorinthea Deck Skirmish EXP Gaming Lounge 14.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/elliot-bicker-dorinthea-deck-skirmish-exp-gaming-lounge-141121/ ,other,68ae211951928996253eb99f512a4c66_EBDDSEGL14.11.211st
Austria,14 Nov 2021,Markus Ramsner Dorinthea Deck Skirmish Game Store 14.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/markus-ramsner-dorinthea-deck-skirmish-game-store-141121/ ,other,dfef293e6d29217ada229ba009d82a4c_MRDDSGS14.11.211st
Canada,14 Nov 2021,Seth Penner Viserai Deck Skirmish A Muse N Games 14.11.21,,Blitz,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/seth-penner-viserai-deck-skirmish-a-muse-n-games-141121/ ,other,c38cb75d82b8b9a7073a7a9a454f847e_SPVDSAMNG14.11.212nd
Australia,14 Nov 2021,Hayden Dale Kano Deck Skirmish RC Crew Games 14.11.21,,Blitz,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/hayden-dale-kano-deck-skirmish-rc-crew-games-141121/ ,other,0b20aab6eed6f03962412bacc4c90b2b_HDKDSRCG14.11.212nd
United States of America,13 Nov 2021,Kyle Raiburn Briar Deck Skirmish Dice Addiction 13.11.21,,Blitz,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/kyle-raiburn-briar-deck-skirmish-dice-addiction-131121/ ,other,5005e33050d320ef76e6478761af66c2_KRBDSDA13.11.211st
New Zealand,13 Nov 2021,Justin Wong Oldhim Deck Skirmish Mighty Ape 13.11.21,,Blitz,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/justin-wong-oldhim-deck-skirmish-mighty-ape-131121/ ,other,acda4691b2bdba26972278b1b31a048e_JWODSMA13.11.211st
United States of America,13 Nov 2021,Thomas Yarbrough Bravo Deck Skirmish Dice Addiction 13.11.21,,Blitz,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/thomas-yarbrough-bravo-deck-skirmish-dice-addiction-131121/ ,other,606e9e4a2938c92b468311916211a89d_TYBDSDA13.11.212nd
New Zealand,13 Nov 2021,Sean Yang Kano Deck Skirmish Mighty Ape 13.11.21,,Blitz,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/sean-yang-kano-deck-skirmish-mighty-ape-131121/ ,other,0fb63824c31043930f480edeba97de93_SYKDSMA13.11.212nd
United States of America,07 Nov 2021,Michael Hamilton Oldhim Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/michael-hamilton-oldhim-deck-calling-orlando-71121/ ,calling,02379009f7a54af0fd5d0f4c6a500b84_MHODCO7.11.211st
Canada,07 Nov 2021,Joel Repta Briar Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/joel-repta-briar-deck-calling-orlando-71121/ ,calling,bdb17eb55f4a4a306af7be0acc77ee59_JRBDCO7.11.212nd
United States of America,07 Nov 2021,Joshua Kehe Chane Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/joshua-kehe-chane-deck-calling-orlando-71121/ ,calling,5fcc812ef85c83ea794ba30df2b0ee4a_JKCDCO7.11.214th
New Zealand,07 Nov 2021,Matt Rogers Viserai Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Viserai, Rune Blood",4th,https://fabtcg.com/decklists/matt-rogers-viserai-deck-calling-orlando-71121/ ,calling,6aab27596d98c71afb0c660d1912c04f_MRVDCO7.11.214th
United States of America,07 Nov 2021,Quinn Wongkew Bravo Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/quinn-wongkew-bravo-deck-calling-orlando-71121/ ,calling,b5e182f8a869257e7cd994320bed1355_QWBDCO7.11.218th
United States of America,07 Nov 2021,Jordan Nelle Briar Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/jordan-nelle-briar-deck-calling-orlando-71121/ ,calling,7ff8711f83eaa74741d5eeddc6f3e593_JNBDCO7.11.218th
United States of America,07 Nov 2021,Jonathan Magnuson Oldhim Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Oldhim, Grandfather of Eternity",8th,https://fabtcg.com/decklists/jonathan-magnuson-oldhim-deck-calling-orlando-71121/ ,calling,0e5cd24b9fa5456c3792baa1d847de1e_JMODCO7.11.218th
Canada,07 Nov 2021,Dante Delfico Briar Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/dante-delfico-briar-deck-calling-orlando-71121/ ,calling,05b458806881db0251ad7efc1399b81b_DDBDCO7.11.218th
Austria,06 Nov 2021,Immanuel Gerschenson Briar Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/immanuel-gerschenson-briar-deck-austria-nationals-61121/ ,national,d0f40df892c3ea5e0dde66543469de7c_IGBDAN6.11.211st
